Order_ID,Date,Product_Name,Category,Price,Cost_Price,Quantity,Customer_ID,Payment_Mode,Discount,Revenue,Profit
34,2025-08-11,Wallet,Accessories,778,473.01,3,1071,UPI,10,2334,914.97
35,2025-09-26,Undergarments,Innerwear,517,270.81,4,1156,Cash,15,2068,984.76
36,2026-02-15,Kurta,Ethnic,996,526.57,3,1089,Card,5,2988,1408.29
37,2025-08-31,Lower,Bottomwear,586,307.5,3,1124,Cash,5,1758,835.5
38,2025-09-06,Undergarments,Innerwear,419,244.56,3,1122,Card,20,1257,523.32
39,2026-02-22,Kurta,Ethnic,886,550.06,1,1050,UPI,5,886,335.94
40,2026-03-18,T-shirt,Topwear,857,575.19,3,1150,Cash,10,2571,845.43
41,2025-10-19,T-shirt,Topwear,864,628.36,4,1151,Cash,20,3456,942.56
42,2025-12-14,Cap,Accessories,828,496.6,1,1191,Card,10,828,331.4
43,2026-01-09,Belt,Accessories,349,180.25,2,1096,Card,20,698,337.5
44,2025-08-09,Wallet,Accessories,467,325.1,3,1182,Card,20,1401,425.7
45,2026-02-26,Cap,Accessories,544,311.15,2,1105,Card,0,1088,465.7
46,2026-02-28,Kurta,Ethnic,846,452.86,2,1041,Card,15,1692,786.28
47,2026-03-12,Kurta,Ethnic,1286,690.12,3,1012,UPI,0,3858,1787.64
48,2026-02-23,Cap,Accessories,396,202.99,4,1159,Cash,10,1584,772.04
49,2025-10-09,Belt,Accessories,713,467.6,2,1085,Card,20,1426,490.8
50,2025-12-30,Undergarments,Innerwear,488,331.21,4,1029,Card,5,1952,627.16
51,2025-11-08,Shirt,Topwear,928,478.85,2,1006,UPI,0,1856,898.3
52,2026-04-01,Kurta,Ethnic,1140,752.13,1,1039,Card,15,1140,387.87
53,2025-09-27,T-shirt,Topwear,311,198.03,1,1102,Card,20,311,112.97
54,2026-02-15,T-shirt,Topwear,650,401.2,1,1151,Cash,10,650,248.8
55,2025-11-07,Cap,Accessories,813,427.52,3,1137,UPI,10,2439,1156.44
56,2025-09-28,Belt,Accessories,976,554.27,4,1106,Card,20,3904,1686.92
57,2026-04-04,T-shirt,Topwear,1121,718.58,2,1085,Card,5,2242,804.84
58,2026-02-03,T-shirt,Topwear,872,558.73,1,1192,Cash,20,872,313.27
59,2025-10-04,Lower,Bottomwear,755,485.17,1,1171,Card,20,755,269.83
60,2025-10-13,T-shirt,Topwear,1020,635.96,1,1033,Cash,15,1020,384.04
61,2026-03-07,Kurta,Ethnic,1101,696.49,3,1187,Cash,20,3303,1213.53
62,2026-03-15,Kurta,Ethnic,993,627.47,1,1144,Card,15,993,365.53
63,2026-01-31,Belt,Accessories,301,165.12,1,1027,Cash,0,301,135.88
64,2026-03-21,Kurta,Ethnic,1617,1011.54,4,1197,UPI,20,6468,2421.84
65,2025-08-16,Shirt,Topwear,1640,999.88,2,1145,Card,20,3280,1280.24
66,2025-08-07,T-shirt,Topwear,1095,579.78,2,1032,Cash,0,2190,1030.44
67,2026-02-19,Lower,Bottomwear,524,294.07,1,1199,Card,10,524,229.93
68,2025-06-01,Lower,Bottomwear,1115,796.23,4,1138,UPI,0,4460,1275.08
69,2026-04-09,Belt,Accessories,934,611.18,3,1092,Card,0,2802,968.46
70,2026-04-01,Kurta,Ethnic,1235,878.12,1,1158,Cash,5,1235,356.88
71,2026-02-26,Shirt,Topwear,867,620.24,3,1161,Cash,20,2601,740.28
72,2025-09-04,Undergarments,Innerwear,480,293.52,4,1000,Cash,15,1920,745.92
73,2025-12-01,Undergarments,Innerwear,485,287.27,4,1019,Card,15,1940,790.92
74,2026-03-08,Kurta,Ethnic,1581,865.33,1,1082,Card,0,1581,715.67
75,2026-03-29,T-shirt,Topwear,785,488.83,2,1042,Cash,15,1570,592.34
76,2026-03-17,T-shirt,Topwear,1025,576.88,2,1019,Card,10,2050,896.24
77,2025-09-01,Lower,Bottomwear,976,721.64,4,1030,Card,10,3904,1017.44
78,2025-05-19,Shirt,Topwear,1423,805.14,4,1164,Card,20,5692,2471.44
79,2026-02-14,T-shirt,Topwear,362,185.78,4,1184,UPI,5,1448,704.88
80,2025-12-25,Undergarments,Innerwear,914,645.7,2,1114,Cash,5,1828,536.6
81,2025-12-01,T-shirt,Topwear,638,442.92,2,1002,Cash,5,1276,390.16
82,2025-12-30,Cap,Accessories,419,253.18,1,1029,Card,10,419,165.82
83,2026-04-10,Kurta,Ethnic,1866,1111.57,3,1165,Card,15,5598,2263.29
84,2025-07-26,Wallet,Accessories,802,439.01,3,1048,UPI,15,2406,1088.97
85,2026-03-28,Kurta,Ethnic,1488,883.91,1,1199,Card,0,1488,604.09
86,2025-04-20,Undergarments,Innerwear,832,502.78,2,1015,Card,0,1664,658.44
87,2026-02-13,T-shirt,Topwear,755,515.97,1,1149,Card,20,755,239.03
88,2025-07-30,Cap,Accessories,510,257.78,4,1101,Card,5,2040,1008.88
89,2025-12-21,Wallet,Accessories,507,337.24,3,1166,Card,20,1521,509.28
90,2026-04-06,Kurta,Ethnic,1459,1063.31,4,1158,UPI,15,5836,1582.76
91,2026-03-23,Lower,Bottomwear,538,342.26,3,1121,UPI,15,1614,587.22
92,2025-09-25,Wallet,Accessories,419,282.48,2,1193,UPI,10,838,273.04
93,2026-02-18,Kurta,Ethnic,1673,1071.13,2,1024,Card,10,3346,1203.74
94,2025-12-01,Lower,Bottomwear,671,447.63,2,1139,Card,10,1342,446.74
95,2026-03-23,Belt,Accessories,924,616.51,3,1074,UPI,15,2772,922.47
96,2026-02-24,Belt,Accessories,978,612.83,2,1143,Cash,20,1956,730.34
97,2025-05-05,Lower,Bottomwear,356,253.29,2,1117,UPI,15,712,205.42
98,2026-03-22,Shirt,Topwear,704,488.89,3,1190,Card,10,2112,645.33
99,2026-03-09,Shirt,Topwear,914,622.55,4,1104,Card,15,3656,1165.8
100,2026-02-19,Kurta,Ethnic,1213,613.03,1,1109,UPI,20,1213,599.97
101,2026-01-22,T-shirt,Topwear,740,416.84,4,1187,Card,15,2960,1292.64
102,2025-05-15,T-shirt,Topwear,891,640.95,1,1097,Cash,0,891,250.05
103,2026-03-06,Kurta,Ethnic,980,685.61,3,1153,Card,10,2940,883.17
104,2025-12-14,Lower,Bottomwear,373,191.65,3,1090,Cash,10,1119,544.05
105,2025-07-31,T-shirt,Topwear,1071,736.18,4,1026,UPI,0,4284,1339.28
106,2025-07-19,Undergarments,Innerwear,558,402.11,4,1122,UPI,20,2232,623.56
107,2025-12-20,Cap,Accessories,312,220.35,2,1046,Cash,20,624,183.3
108,2026-02-08,Cap,Accessories,997,744.36,4,1133,Card,0,3988,1010.56
109,2026-03-30,Kurta,Ethnic,1162,698.73,4,1031,Cash,10,4648,1853.08
110,2025-07-07,Undergarments,Innerwear,511,276.2,2,1086,UPI,5,1022,469.6
111,2025-10-07,Shirt,Topwear,1263,884.68,4,1099,Cash,0,5052,1513.28
112,2025-07-31,Belt,Accessories,328,183.73,2,1075,Card,5,656,288.54
113,2025-07-23,Belt,Accessories,337,188.81,2,1039,Card,5,674,296.38
114,2026-01-27,Lower,Bottomwear,670,379.24,4,1097,Cash,20,2680,1163.04
115,2026-03-01,Kurta,Ethnic,1448,976.27,3,1045,Card,10,4344,1415.19
116,2025-08-31,Shirt,Topwear,929,663.39,4,1154,Card,20,3716,1062.44
117,2025-07-06,Shirt,Topwear,992,702.56,3,1173,Cash,20,2976,868.32
118,2026-03-30,Kurta,Ethnic,2051,1166.05,4,1181,Card,10,8204,3539.8
119,2025-12-04,Belt,Accessories,714,500.11,2,1042,Cash,15,1428,427.78
120,2026-03-03,Kurta,Ethnic,1777,1020.04,1,1041,Cash,10,1777,756.96
121,2025-09-03,Lower,Bottomwear,685,472.92,4,1007,Card,10,2740,848.32
122,2026-01-14,Belt,Accessories,380,207.03,1,1183,Card,0,380,172.97
123,2026-02-17,T-shirt,Topwear,571,386.98,1,1188,Card,15,571,184.02
124,2025-09-22,Belt,Accessories,227,125.65,1,1006,Cash,0,227,101.35
125,2025-06-06,T-shirt,Topwear,1130,670.56,3,1100,Cash,20,3390,1378.32
126,2025-08-03,Wallet,Accessories,373,279.62,1,1072,Card,20,373,93.38
127,2025-05-10,Shirt,Topwear,970,525.35,2,1035,UPI,20,1940,889.3
128,2026-04-04,Kurta,Ethnic,1046,654.76,1,1104,Cash,10,1046,391.24
129,2026-02-26,Kurta,Ethnic,1799,1294.39,3,1061,Cash,15,5397,1513.83
130,2026-01-16,T-shirt,Topwear,338,177.69,1,1178,UPI,10,338,160.31
131,2025-04-12,Undergarments,Innerwear,761,385.39,4,1154,Card,15,3044,1502.44
132,2026-04-05,Kurta,Ethnic,1740,1297.2,3,1056,Card,0,5220,1328.4
133,2026-02-28,Wallet,Accessories,230,143.31,2,1038,Cash,10,460,173.38
134,2025-10-08,T-shirt,Topwear,1153,802.35,2,1126,Cash,15,2306,701.3
135,2025-09-29,Wallet,Accessories,575,320.44,1,1142,Card,15,575,254.56
136,2026-01-16,Wallet,Accessories,671,425.13,3,1076,Cash,5,2013,737.61
137,2026-03-03,Shirt,Topwear,1702,1040.35,1,1165,Card,0,1702,661.65
138,2026-02-15,Belt,Accessories,909,616.38,4,1158,Card,10,3636,1170.48
139,2025-10-10,Cap,Accessories,277,152.58,4,1047,Card,10,1108,497.68
140,2025-07-15,Cap,Accessories,965,600.84,3,1146,Cash,20,2895,1092.48
141,2025-12-07,T-shirt,Topwear,1081,694.98,2,1109,UPI,20,2162,772.04
142,2026-04-05,Wallet,Accessories,749,416.13,3,1172,UPI,0,2247,998.61
143,2025-07-17,T-shirt,Topwear,483,334.3,2,1172,Card,20,966,297.4
144,2025-06-27,Shirt,Topwear,1079,661.65,4,1128,UPI,10,4316,1669.4
145,2025-08-27,Belt,Accessories,463,250.33,1,1132,UPI,10,463,212.67
146,2025-10-13,T-shirt,Topwear,391,263.43,1,1135,Card,0,391,127.57
147,2026-03-21,Kurta,Ethnic,1547,857.18,1,1034,UPI,10,1547,689.82
148,2026-03-17,Kurta,Ethnic,2406,1568.37,1,1149,UPI,0,2406,837.63
149,2026-04-12,Belt,Accessories,867,490.34,4,1015,Cash,0,3468,1506.64
150,2025-08-14,Lower,Bottomwear,1016,755.63,4,1024,Card,10,4064,1041.48
151,2025-07-13,Cap,Accessories,990,496.72,3,1171,Cash,10,2970,1479.84
152,2025-05-04,Undergarments,Innerwear,228,137.19,3,1186,Card,20,684,272.43
153,2025-09-22,Wallet,Accessories,252,172.24,4,1115,UPI,10,1008,319.04
154,2025-09-15,Cap,Accessories,481,245.51,3,1017,Card,20,1443,706.47
155,2026-03-30,Undergarments,Innerwear,244,144.82,1,1006,Card,0,244,99.18
156,2025-05-31,Belt,Accessories,741,534.42,1,1116,Card,0,741,206.58
157,2025-12-04,Shirt,Topwear,1504,925.08,1,1003,Cash,15,1504,578.92
158,2026-02-25,Lower,Bottomwear,501,316.09,1,1160,Card,20,501,184.91
159,2025-11-26,T-shirt,Topwear,1093,557.4,1,1170,Card,10,1093,535.6
160,2026-04-05,Kurta,Ethnic,2073,1286.35,3,1171,Cash,5,6219,2359.95
161,2025-04-28,Lower,Bottomwear,363,209.28,2,1190,UPI,15,726,307.44
162,2025-12-05,Belt,Accessories,672,494.21,4,1092,Cash,20,2688,711.16
163,2026-04-10,Lower,Bottomwear,1060,792.47,1,1049,Card,0,1060,267.53
164,2025-04-30,Lower,Bottomwear,1068,586.7,2,1096,Card,10,2136,962.6
165,2026-03-16,Cap,Accessories,271,190.35,3,1052,Card,5,813,241.95
166,2025-05-07,Wallet,Accessories,730,492.47,4,1081,Card,0,2920,950.12
167,2026-04-06,Kurta,Ethnic,1230,881.05,3,1034,Cash,5,3690,1046.85
168,2025-07-18,Shirt,Topwear,1741,995.02,4,1016,UPI,20,6964,2983.92
169,2025-04-28,Wallet,Accessories,792,516.14,4,1144,Card,20,3168,1103.44
170,2026-01-07,T-shirt,Topwear,1015,540.71,2,1197,UPI,15,2030,948.58
171,2026-04-03,T-shirt,Topwear,770,539.87,3,1078,Card,15,2310,690.39
172,2026-03-29,Lower,Bottomwear,474,348.57,2,1188,UPI,5,948,250.86
173,2026-04-11,Wallet,Accessories,851,530.42,1,1154,UPI,20,851,320.58
174,2025-06-12,Belt,Accessories,890,564.53,3,1001,Cash,15,2670,976.41
175,2026-04-09,Kurta,Ethnic,1418,880.07,3,1033,Cash,10,4254,1613.79
176,2025-10-26,Belt,Accessories,405,283.06,3,1195,UPI,20,1215,365.82
177,2025-09-14,Cap,Accessories,210,141.91,2,1026,Cash,20,420,136.18
178,2025-04-26,Wallet,Accessories,781,552.05,3,1113,UPI,10,2343,686.85
179,2026-03-07,Kurta,Ethnic,2168,1217.02,4,1127,Card,10,8672,3803.92
180,2026-02-26,Kurta,Ethnic,2091,1396.87,2,1154,UPI,15,4182,1388.26
181,2025-07-01,Undergarments,Innerwear,440,326.45,3,1082,UPI,0,1320,340.65
182,2026-03-15,Kurta,Ethnic,854,534.96,3,1103,Cash,0,2562,957.12
183,2025-11-02,Lower,Bottomwear,353,247.57,1,1176,UPI,20,353,105.43
184,2026-03-13,Shirt,Topwear,1346,731.34,3,1159,Card,10,4038,1843.98
185,2025-08-31,T-shirt,Topwear,582,291.28,3,1103,UPI,15,1746,872.16
186,2026-02-19,Lower,Bottomwear,747,490.92,2,1197,Cash,15,1494,512.16
187,2025-10-04,Belt,Accessories,523,309.14,4,1046,Card,10,2092,855.44
188,2025-11-24,Cap,Accessories,229,134.54,1,1023,UPI,5,229,94.46
189,2025-05-05,Wallet,Accessories,655,468.81,1,1192,Cash,0,655,186.19
190,2025-07-26,Wallet,Accessories,319,224.39,1,1013,UPI,10,319,94.61
191,2026-02-21,Kurta,Ethnic,1960,1029.28,4,1065,Card,10,7840,3722.88
192,2025-09-21,Undergarments,Innerwear,413,300.21,2,1081,Card,5,826,225.58
193,2025-11-21,Shirt,Topwear,956,653.49,3,1062,UPI,5,2868,907.53
194,2025-05-15,Wallet,Accessories,787,492.68,1,1039,UPI,5,787,294.32
195,2025-06-30,Wallet,Accessories,219,137.5,2,1044,Cash,15,438,163.0
196,2025-04-20,Cap,Accessories,982,727.09,1,1166,UPI,15,982,254.91
197,2026-04-03,Kurta,Ethnic,1410,820.61,1,1033,UPI,10,1410,589.39
198,2025-05-23,Undergarments,Innerwear,544,314.49,4,1076,UPI,10,2176,918.04
199,2026-01-15,Cap,Accessories,210,112.78,4,1150,Card,0,840,388.88
200,2025-10-09,Cap,Accessories,366,252.96,3,1093,Cash,5,1098,339.12
201,2025-09-25,Lower,Bottomwear,478,327.88,1,1058,UPI,15,478,150.12
202,2025-06-17,Undergarments,Innerwear,411,246.29,1,1032,UPI,5,411,164.71
203,2025-11-02,Cap,Accessories,418,263.76,1,1039,Cash,0,418,154.24
204,2026-03-12,Lower,Bottomwear,351,259.6,3,1136,UPI,20,1053,274.2
205,2025-06-14,Lower,Bottomwear,615,356.01,4,1107,UPI,5,2460,1035.96
206,2025-11-17,Shirt,Topwear,1492,1034.39,4,1188,Cash,0,5968,1830.44
207,2025-05-16,Belt,Accessories,765,506.47,2,1107,Cash,5,1530,517.06
208,2025-07-24,Wallet,Accessories,833,555.32,2,1183,Cash,5,1666,555.36
209,2025-06-14,Cap,Accessories,693,406.1,2,1060,Card,15,1386,573.8
210,2026-03-12,Kurta,Ethnic,2241,1402.55,2,1020,Cash,20,4482,1676.9
211,2026-02-02,Belt,Accessories,805,442.61,2,1051,UPI,5,1610,724.78
212,2026-04-10,Kurta,Ethnic,2131,1515.97,3,1035,Cash,10,6393,1845.09
213,2025-10-10,Undergarments,Innerwear,552,304.54,4,1142,UPI,0,2208,989.84
214,2025-08-03,Cap,Accessories,788,493.86,2,1065,Cash,5,1576,588.28
215,2026-01-29,Belt,Accessories,745,501.68,1,1163,Cash,20,745,243.32
216,2025-05-11,Wallet,Accessories,539,349.26,3,1056,UPI,5,1617,569.22
217,2025-11-20,Lower,Bottomwear,640,409.96,1,1144,Card,20,640,230.04
218,2026-04-08,Lower,Bottomwear,593,429.48,3,1090,Cash,10,1779,490.56
219,2025-07-09,Belt,Accessories,366,200.84,4,1143,Card,5,1464,660.64
220,2025-07-26,Belt,Accessories,932,568.39,1,1158,UPI,5,932,363.61
221,2025-08-07,Shirt,Topwear,809,464.54,2,1099,UPI,15,1618,688.92
222,2025-12-26,Lower,Bottomwear,977,561.5,1,1097,UPI,5,977,415.5
223,2025-06-30,Undergarments,Innerwear,738,425.77,1,1043,Cash,20,738,312.23
224,2025-05-14,Wallet,Accessories,767,389.02,3,1056,Card,15,2301,1133.94
225,2026-02-17,Kurta,Ethnic,2323,1406.2,3,1144,Card,10,6969,2750.4
226,2026-03-11,Undergarments,Innerwear,963,609.76,3,1118,Card,15,2889,1059.72
227,2025-11-22,Belt,Accessories,785,502.22,1,1049,UPI,15,785,282.78
228,2026-02-28,Kurta,Ethnic,1887,1255.55,2,1008,Cash,0,3774,1262.9
229,2025-06-11,Lower,Bottomwear,1093,665.6,4,1105,Cash,20,4372,1709.6
230,2025-12-31,T-shirt,Topwear,1118,577.45,4,1191,UPI,20,4472,2162.2
231,2025-11-25,Lower,Bottomwear,714,421.05,2,1158,Card,20,1428,585.9
232,2026-01-16,Cap,Accessories,602,354.43,2,1100,Cash,10,1204,495.14
233,2026-03-14,Undergarments,Innerwear,551,405.18,3,1008,Card,10,1653,437.46
234,2025-08-10,Shirt,Topwear,762,465.7,4,1148,Card,5,3048,1185.2
235,2026-01-19,Shirt,Topwear,1551,920.49,3,1118,Cash,5,4653,1891.53
236,2025-06-12,Lower,Bottomwear,784,508.14,2,1179,Card,0,1568,551.72
237,2025-07-27,Lower,Bottomwear,303,164.48,1,1122,UPI,5,303,138.52
238,2025-12-08,Cap,Accessories,998,702.02,4,1091,UPI,10,3992,1183.92
239,2025-05-21,Shirt,Topwear,1482,1043.4,4,1164,Card,0,5928,1754.4
240,2025-08-01,Belt,Accessories,966,601.86,4,1144,UPI,0,3864,1456.56
241,2025-12-18,Lower,Bottomwear,317,190.12,3,1105,Cash,5,951,380.64
242,2025-07-16,Shirt,Topwear,1221,855.31,4,1024,Card,15,4884,1462.76
243,2025-04-16,Shirt,Topwear,834,450.33,1,1069,Cash,10,834,383.67
244,2025-05-10,Undergarments,Innerwear,832,608.91,2,1133,Card,15,1664,446.18
245,2025-11-30,Lower,Bottomwear,357,251.48,4,1029,UPI,15,1428,422.08
246,2026-03-26,Kurta,Ethnic,885,610.92,2,1021,Card,5,1770,548.16
247,2025-06-26,T-shirt,Topwear,631,382.4,4,1109,Card,5,2524,994.4
248,2025-05-18,Cap,Accessories,837,608.46,2,1084,UPI,5,1674,457.08
249,2026-02-15,T-shirt,Topwear,642,457.1,1,1168,Cash,5,642,184.9
250,2026-03-10,Kurta,Ethnic,1843,1083.72,3,1023,UPI,0,5529,2277.84
251,2025-08-05,Shirt,Topwear,996,616.97,1,1196,UPI,0,996,379.03
252,2026-03-04,Kurta,Ethnic,2014,1239.03,4,1179,Card,10,8056,3099.88
253,2025-06-28,Lower,Bottomwear,518,319.08,2,1100,Cash,0,1036,397.84
254,2025-06-19,Belt,Accessories,366,262.42,1,1194,Card,0,366,103.58
255,2026-01-01,Belt,Accessories,378,232.73,1,1054,Cash,20,378,145.27
256,2026-03-09,Kurta,Ethnic,2374,1716.09,2,1045,Cash,10,4748,1315.82
257,2025-10-11,Lower,Bottomwear,559,301.45,4,1151,Card,5,2236,1030.2
258,2026-03-13,Kurta,Ethnic,2287,1624.43,4,1060,Card,10,9148,2650.28
259,2025-05-28,Belt,Accessories,874,516.52,1,1159,Cash,20,874,357.48
260,2026-01-20,Belt,Accessories,950,590.68,4,1021,Card,0,3800,1437.28
261,2026-03-18,Kurta,Ethnic,1781,1136.49,4,1197,UPI,15,7124,2578.04
262,2025-10-18,T-shirt,Topwear,384,246.9,3,1009,Cash,20,1152,411.3
263,2025-07-18,Undergarments,Innerwear,487,249.59,2,1071,Card,15,974,474.82
264,2026-04-06,Undergarments,Innerwear,899,585.57,1,1171,Card,20,899,313.43
265,2025-08-12,Wallet,Accessories,427,269.16,4,1165,Cash,20,1708,631.36
266,2025-04-22,Undergarments,Innerwear,638,379.22,1,1072,Card,20,638,258.78
267,2025-09-13,T-shirt,Topwear,1048,525.99,1,1098,Card,15,1048,522.01
268,2026-02-14,Undergarments,Innerwear,864,617.79,2,1107,Cash,5,1728,492.42
269,2025-10-10,Cap,Accessories,549,316.61,4,1192,UPI,10,2196,929.56
270,2025-07-30,T-shirt,Topwear,509,308.94,3,1147,UPI,0,1527,600.18
271,2025-08-14,Shirt,Topwear,1451,780.47,4,1074,Card,10,5804,2682.12
272,2025-09-07,Belt,Accessories,923,554.79,2,1129,Card,5,1846,736.42
273,2026-02-06,Wallet,Accessories,858,540.67,2,1178,UPI,0,1716,634.66
274,2026-02-23,Kurta,Ethnic,2031,1410.34,4,1151,UPI,10,8124,2482.64
275,2025-10-17,Shirt,Topwear,1743,1202.17,3,1008,Card,20,5229,1622.49
276,2025-07-09,Lower,Bottomwear,751,417.67,4,1112,UPI,15,3004,1333.32
277,2025-08-10,Shirt,Topwear,1491,755.68,1,1157,UPI,0,1491,735.32
278,2025-09-15,Lower,Bottomwear,450,285.61,3,1023,Card,0,1350,493.17
279,2025-06-23,Belt,Accessories,258,171.16,2,1054,Card,0,516,173.68
280,2025-04-13,Wallet,Accessories,787,467.29,2,1096,UPI,0,1574,639.42
281,2025-06-22,T-shirt,Topwear,785,505.83,3,1195,Card,20,2355,837.51
282,2025-05-27,Undergarments,Innerwear,291,172.95,4,1047,Cash,10,1164,472.2
283,2026-01-30,Shirt,Topwear,631,469.33,3,1006,UPI,15,1893,485.01
284,2025-10-18,Shirt,Topwear,1456,1045.55,3,1052,Cash,0,4368,1231.35
285,2025-08-24,Belt,Accessories,772,570.71,3,1015,Cash,10,2316,603.87
286,2025-06-10,Lower,Bottomwear,583,330.48,1,1030,Cash,5,583,252.52
287,2026-03-26,Cap,Accessories,545,373.83,3,1022,Card,5,1635,513.51
288,2025-10-14,T-shirt,Topwear,306,165.51,1,1105,Card,10,306,140.49
289,2025-07-17,Cap,Accessories,351,227.56,2,1196,UPI,10,702,246.88
290,2026-03-04,Wallet,Accessories,375,279.02,4,1000,Card,15,1500,383.92
291,2026-02-25,Kurta,Ethnic,2461,1465.46,2,1138,Cash,5,4922,1991.08
292,2025-06-03,Belt,Accessories,484,312.67,1,1074,Cash,20,484,171.33
293,2026-01-17,Shirt,Topwear,1468,965.68,2,1115,Cash,20,2936,1004.64
294,2026-02-17,Belt,Accessories,407,289.13,4,1125,Card,10,1628,471.48
295,2025-08-18,Undergarments,Innerwear,614,312.28,3,1189,Card,20,1842,905.16
296,2025-08-15,Shirt,Topwear,1780,952.88,3,1087,UPI,20,5340,2481.36
297,2025-12-24,Wallet,Accessories,801,496.93,4,1187,UPI,0,3204,1216.28
298,2025-09-20,Undergarments,Innerwear,561,349.93,3,1056,UPI,5,1683,633.21
299,2026-02-15,Shirt,Topwear,1424,730.25,2,1146,Cash,0,2848,1387.5
300,2026-03-08,Kurta,Ethnic,1342,691.77,4,1121,UPI,10,5368,2600.92
301,2025-12-10,T-shirt,Topwear,816,414.5,2,1096,Card,0,1632,803.0
302,2025-12-07,Belt,Accessories,891,599.96,4,1094,UPI,20,3564,1164.16
303,2025-08-02,Cap,Accessories,585,336.06,1,1102,UPI,15,585,248.94
304,2025-07-12,Lower,Bottomwear,625,452.48,2,1184,UPI,20,1250,345.04
305,2025-09-29,Belt,Accessories,309,199.53,3,1037,Cash,15,927,328.41
306,2025-12-26,Lower,Bottomwear,911,637.22,2,1141,UPI,0,1822,547.56
307,2026-02-09,T-shirt,Topwear,434,300.88,1,1141,Cash,5,434,133.12
308,2025-10-21,Undergarments,Innerwear,632,323.15,1,1063,Card,20,632,308.85
309,2026-04-06,Kurta,Ethnic,1460,948.92,1,1021,Cash,5,1460,511.08
310,2025-06-03,Lower,Bottomwear,505,296.01,3,1050,UPI,15,1515,626.97
311,2025-09-16,Wallet,Accessories,430,300.64,2,1112,Card,0,860,258.72
312,2025-05-14,Cap,Accessories,264,146.11,2,1103,Cash,5,528,235.78
313,2025-12-20,Cap,Accessories,500,335.35,3,1052,Cash,10,1500,493.95
314,2026-02-28,Cap,Accessories,554,344.4,1,1010,Card,15,554,209.6
315,2025-09-01,Cap,Accessories,725,534.46,4,1187,UPI,20,2900,762.16
316,2026-03-14,Kurta,Ethnic,2321,1646.64,2,1003,Cash,20,4642,1348.72
317,2025-08-28,Wallet,Accessories,605,358.57,2,1009,Cash,20,1210,492.86
318,2025-08-22,Lower,Bottomwear,527,290.36,3,1077,Card,10,1581,709.92
319,2025-09-06,Shirt,Topwear,1177,669.6,3,1076,UPI,10,3531,1522.2
320,2026-03-04,Undergarments,Innerwear,977,726.38,1,1048,Cash,15,977,250.62
